序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
75,杭州,西湖区,西湖区-文教-西湖大厦,西湖区,整租·西湖大厦 1室0厅 东南,https://hz.lianjia.com/zufang/HZ2021225997394771968.html,27.00㎡,东南,1室0厅1卫,1900,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2021225997394771968,2025/12/9 22:08
76,杭州,西湖区,西湖区-转塘-中海定山府,西湖区,合租·中海定山府 6居室 北卧,https://hz.lianjia.com/zufang/HZ2082441386447077376.html,30.00㎡,北,6室0厅6卫,1500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2082441386447077376,2025/12/9 22:08
77,杭州,西湖区,西湖区-西溪-融创河滨之城雨澜轩,西湖区,合租·融创河滨之城雨澜轩 2居室 西/北卧,https://hz.lianjia.com/zufang/HZ2105953772034326528.html,60.00㎡,西 北,2室1厅1卫,3300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105953772034326528,2025/12/9 22:08
78,杭州,西湖区,西湖区-转塘-万美摩登中心,西湖区,整租·万美摩登中心 1室1厅 跃层 南,https://hz.lianjia.com/zufang/HZ2109641136963321856.html,47.98㎡,南,1室1厅1卫,2500,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2109641136963321856,2025/12/9 22:08
79,杭州,西湖区,西湖区-转塘-佳兆业玖珑山,西湖区,合租·佳兆业玖珑山 6居室 北卧,https://hz.lianjia.com/zufang/HZ1792125184069599232.html,15.00㎡,北,6室1厅2卫,900,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1792125184069599232,2025/12/9 22:08
80,杭州,西湖区,西湖区-三墩-同仁家园,西湖区,合租·同仁家园 3居室 南卧,https://hz.lianjia.com/zufang/HZ2088554872432492544.html,35.00㎡,南,3室1厅1卫,1200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2088554872432492544,2025/12/9 22:08
81,杭州,西湖区,西湖区-西溪-坤和西溪里,西湖区,合租·坤和西溪里 6居室 北卧,https://hz.lianjia.com/zufang/HZ2051147951593488384.html,20.00㎡,北,6室2厅3卫,1450,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2051147951593488384,2025/12/9 22:08
82,杭州,西湖区,西湖区-黄龙-白沙泉并购金融街区,西湖区,合租·白沙泉并购金融街区 3居室 北卧,https://hz.lianjia.com/zufang/HZ2091425248070074368.html,25.00㎡,北,3室0厅3卫,1800,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091425248070074368,2025/12/9 22:08
83,杭州,西湖区,西湖区-三墩-紫润国际,西湖区,整租·紫润国际 1室1厅 东南,https://hz.lianjia.com/zufang/HZ2092916875112480768.html,54.40㎡,东南,1室1厅1卫,2400,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2092916875112480768,2025/12/9 22:08
84,杭州,西湖区,西湖区-申花-西城年华,西湖区,整租·西城年华 1室1厅 西南,https://hz.lianjia.com/zufang/HZ2100081106777800704.html,56.99㎡,西南,1室1厅1卫,3000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100081106777800704,2025/12/9 22:08
85,杭州,西湖区,西湖区-嘉绿-莲花港家园,西湖区,整租·莲花港家园 3室2厅 南,https://hz.lianjia.com/zufang/HZ2041019720177549312.html,109.00㎡,南,3室2厅1卫,3800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2041019720177549312,2025/12/9 22:08
86,杭州,西湖区,西湖区-转塘-钱塘ONE,西湖区,整租·钱塘ONE 1室1厅 东,https://hz.lianjia.com/zufang/HZ2058400987655176192.html,32.98㎡,东,1室1厅1卫,1900,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2058400987655176192,2025/12/9 22:08
87,杭州,西湖区,西湖区-翠苑-求实楼美居公寓,西湖区,整租·求实楼美居公寓 1室1厅 南,https://hz.lianjia.com/zufang/HZ1837524862675976192.html,25.00㎡,南,1室1厅1卫,2350,精装,贝壳优选,https://image1.ljcdn.com/lease-image/house/8bad0474b88bda863386638ba254cc95.jpeg.250x182.jpg,HZ1837524862675976192,2025/12/9 22:08
88,杭州,西湖区,西湖区-文三-马塍路11号,西湖区,整租·马塍路11号 2室2厅 南,https://hz.lianjia.com/zufang/HZ2041358952716828672.html,60.00㎡,南,2室2厅1卫,5000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_NXoanTjAB.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2041358952716828672,2025/12/9 22:08
89,杭州,西湖区,西湖区-三墩-都市阳光和苑,西湖区,整租·都市阳光和苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ1838078106410156032.html,62.31㎡,南,2室1厅1卫,2400,精装,贝壳优选,https://image1.ljcdn.com/lease-image/house/0f55e56d6acd237ab22c9b183503d6ab.jpeg.250x182.jpg,HZ1838078106410156032,2025/12/9 22:08
90,杭州,西湖区,西湖区-转塘-融创瑷骊山,西湖区,整租·融创瑷骊山 1室1厅 南,https://hz.lianjia.com/zufang/HZ1848656148681457664.html,45.00㎡,南,1室1厅1卫,2600,精装,贝壳优选,"https://image1.ljcdn.com/110000-inspection/pc0_5v6duqXhw.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1848656148681457664,2025/12/9 22:08
91,杭州,西湖区,西湖区-三墩-五幸银座,西湖区,整租·五幸银座 1室0厅 复式 西北,https://hz.lianjia.com/zufang/HZ1854461764767318016.html,25.00㎡,西北,1室0厅1卫,1500,精装,贝壳优选,https://image1.ljcdn.com/lease-image/house/9b01a0996dfe57e7b336124617ee79e8.jpeg.250x182.jpg,HZ1854461764767318016,2025/12/9 22:08
92,杭州,西湖区,西湖区-西溪-绿城西溪世纪广场,西湖区,整租·绿城西溪世纪广场 1室1厅 北,https://hz.lianjia.com/zufang/HZ2105901399245062144.html,52.56㎡,北,1室1厅1卫,3300,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,HZ2105901399245062144,2025/12/9 22:08
93,杭州,西湖区,西湖区-转塘-钱江之江新天地,西湖区,整租·钱江之江新天地 1室0厅 北,https://hz.lianjia.com/zufang/HZ1840801917102456832.html,44.51㎡,北,1室0厅1卫,2000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1840801917102456832,2025/12/9 22:08
94,杭州,西湖区,西湖区-转塘-水韵枫桦,西湖区,合租·水韵枫桦 4居室 南卧,https://hz.lianjia.com/zufang/HZ2096546684224929792.html,30.00㎡,南,4室0厅4卫,1400,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2096546684224929792,2025/12/9 22:08
95,杭州,西湖区,西湖区-黄龙-北山街99号,西湖区,整租·北山街99号 2室1厅 南,https://hz.lianjia.com/zufang/HZ2054417562128613376.html,65.91㎡,南,2室1厅1卫,3500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2054417562128613376,2025/12/9 22:08
96,杭州,西湖区,西湖区-文教-梧桐公寓,西湖区,整租·梧桐公寓 3室2厅 南,https://hz.lianjia.com/zufang/HZ2107097382326894592.html,117.00㎡,南,3室2厅2卫,8800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107097382326894592,2025/12/9 22:08
97,杭州,西湖区,西湖区-文教-西溪公寓,西湖区,整租·西溪公寓 3室2厅 南,https://hz.lianjia.com/zufang/HZ2091066078045143040.html,100.42㎡,南,3室2厅1卫,4500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091066078045143040,2025/12/9 22:08
98,杭州,西湖区,西湖区-转塘-岸芷汀兰宸院北区,西湖区,合租·岸芷汀兰宸院北区 4居室 南卧,https://hz.lianjia.com/zufang/HZ2074052909091258368.html,30.00㎡,南,4室0厅1卫,1400,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2074052909091258368,2025/12/9 22:08
99,杭州,西湖区,西湖区-学军-马塍路32号,西湖区,整租·马塍路32号 2室2厅 南,https://hz.lianjia.com/zufang/HZ2090012097332117504.html,74.00㎡,南,2室2厅1卫,4200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090012097332117504,2025/12/9 22:08
100,杭州,西湖区,西湖区-西溪-横缘居,西湖区,合租·横缘居 4居室 南卧,https://hz.lianjia.com/zufang/HZ2101658079245369344.html,55.00㎡,南,4室1厅3卫,3000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2101658079245369344,2025/12/9 22:08
101,杭州,西湖区,西湖区-之江-珊瑚沙家园,西湖区,合租·珊瑚沙家园 1居室 南卧,https://hz.lianjia.com/zufang/HZ2093916115662012416.html,20.00㎡,南,1室1厅1卫,1500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2093916115662012416,2025/12/9 22:08
102,杭州,西湖区,西湖区-翠苑-翠苑三区,西湖区,整租·翠苑三区 3室1厅 南,https://hz.lianjia.com/zufang/HZ2080149389615038464.html,72.54㎡,南,3室1厅1卫,3800,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2080149389615038464,2025/12/9 22:08
103,杭州,西湖区,西湖区-文三西路-钱江西溪和景,西湖区,整租·钱江西溪和景 2室1厅 北,https://hz.lianjia.com/zufang/HZ2102686776433836032.html,70.31㎡,北,2室1厅1卫,4600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2102686776433836032,2025/12/9 22:08
104,杭州,西湖区,西湖区-转塘-回龙雅苑,西湖区,合租·回龙雅苑 2居室 南卧,https://hz.lianjia.com/zufang/HZ2001568065942192128.html,25.00㎡,南,2室0厅1卫,1200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2001568065942192128,2025/12/9 22:08
105,杭州,西湖区,西湖区-申花-秀里华庭,西湖区,合租·秀里华庭 2居室 东卧,https://hz.lianjia.com/zufang/HZ2016085918942756864.html,50.00㎡,东,2室1厅1卫,2200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2016085918942756864,2025/12/9 22:08
106,杭州,西湖区,西湖区-文教-保俶花园,西湖区,整租·保俶花园 3室1厅 南,https://hz.lianjia.com/zufang/HZ2022528045637697536.html,77.36㎡,南,3室1厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2022528045637697536,2025/12/9 22:08
107,杭州,西湖区,西湖区-文三-文三路59号,西湖区,整租·文三路59号 2室1厅 南,https://hz.lianjia.com/zufang/HZ2107411063942152192.html,50.00㎡,南,2室1厅1卫,3200,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107411063942152192,2025/12/9 22:08
108,杭州,西湖区,西湖区-翠苑-天苑花园,西湖区,整租·天苑花园 2室1厅 南,https://hz.lianjia.com/zufang/HZ2108516295937884160.html,73.97㎡,南,2室1厅1卫,4200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2108516295937884160,2025/12/9 22:08
109,杭州,西湖区,西湖区-三墩-金厦公寓,西湖区,整租·金厦公寓 2室1厅 南/北,https://hz.lianjia.com/zufang/HZ2040294137411928064.html,69.85㎡,南 北,2室1厅1卫,2700,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2040294137411928064,2025/12/9 22:08
110,杭州,西湖区,西湖区-古荡-龙都大厦,西湖区,合租·龙都大厦 1居室 南卧,https://hz.lianjia.com/zufang/HZ2035219164121006080.html,30.00㎡,南,1室1厅1卫,2000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2035219164121006080,2025/12/9 22:08
111,杭州,西湖区,西湖区-申花-耀江文鼎苑,西湖区,整租·耀江文鼎苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2033811993936265216.html,89.00㎡,南,2室1厅1卫,5600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2033811993936265216,2025/12/9 22:08
112,杭州,西湖区,西湖区-黄龙-绿城丁香公寓,西湖区,整租·绿城丁香公寓 2室1厅 南,https://hz.lianjia.com/zufang/HZ2033778866870288384.html,108.00㎡,南,2室1厅1卫,7900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2033778866870288384,2025/12/9 22:08
113,杭州,西湖区,西湖区-转塘-村口家园,西湖区,合租·村口家园 7居室 西卧,https://hz.lianjia.com/zufang/HZ2041005645334839296.html,10.00㎡,西,7室0厅4卫,1100,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2041005645334839296,2025/12/9 22:08
114,杭州,西湖区,西湖区-留下-海陆UN公社,西湖区,合租·海陆UN公社 4居室 东南卧,https://hz.lianjia.com/zufang/HZ2036678893829619712.html,34.00㎡,东南,4室4厅4卫,1300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2036678893829619712,2025/12/9 22:08
115,杭州,西湖区,西湖区-翠苑-翠苑三区,西湖区,合租·翠苑三区 3居室 南卧,https://hz.lianjia.com/zufang/HZ2041128546574794752.html,15.00㎡,南,3室1厅1卫,2500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2041128546574794752,2025/12/9 22:08
116,杭州,西湖区,西湖区-申花-秀月家园北区,西湖区,合租·秀月家园北区 5居室 南卧,https://hz.lianjia.com/zufang/HZ2037448538043973632.html,20.00㎡,南,5室0厅5卫,1800,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2037448538043973632,2025/12/9 22:08
117,杭州,西湖区,西湖区-文三西路-金都新城,西湖区,整租·金都新城 3室2厅 错层 南,https://hz.lianjia.com/zufang/HZ2855165905329979392.html,156.58㎡,南,3室2厅2卫,6800,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_qh8CDkVuC.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2855165905329979392,2025/12/9 22:09
118,杭州,西湖区,西湖区-之江-西湖墅,西湖区,整租·西湖墅 4室2厅 南,https://hz.lianjia.com/zufang/HZ2767542548951212032.html,137.00㎡,南,4室2厅2卫,8500,,,"https://image1.ljcdn.com/110000-inspection/pc1_B28OJSxoo.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2767542548951212032,2025/12/9 22:09
119,杭州,西湖区,西湖区-文三西路-康乐新村,西湖区,整租·康乐新村 3室1厅 南,https://hz.lianjia.com/zufang/HZ2766102152798806016.html,65.02㎡,南,3室1厅1卫,4000,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_kJfPuvGjO.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2766102152798806016,2025/12/9 22:09
120,杭州,西湖区,西湖区-嘉绿-物华小区,西湖区,整租·物华小区 5室3厅 跃层 南,https://hz.lianjia.com/zufang/HZ2734753496405647360.html,152.40㎡,南,5室3厅2卫,6500,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_rham5ysX3.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2734753496405647360,2025/12/9 22:09
121,杭州,西湖区,西湖区-古荡-亚洲城花园,西湖区,合租·亚洲城花园 8居室 南/北卧,https://hz.lianjia.com/zufang/HZ1649419943491403776.html,20.00㎡,南 北,8室2厅3卫,2000,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_0K6cyBKgU.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1649419943491403776,2025/12/9 22:09
122,杭州,西湖区,西湖区-西溪-坤和西溪里,西湖区,整租·坤和西溪里 4室2厅 南,https://hz.lianjia.com/zufang/HZ1650027966710677504.html,170.93㎡,南,4室2厅2卫,4860,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_R6pn2A8jk_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1650027966710677504,2025/12/9 22:09
123,杭州,西湖区,西湖区-转塘-融创瑷骊山,西湖区,整租·融创瑷骊山 1室1厅 南,https://hz.lianjia.com/zufang/HZ1651069689922584576.html,45.00㎡,南,1室1厅1卫,2500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1651069689922584576,2025/12/9 22:09
124,杭州,西湖区,西湖区-转塘-云都汇中心,西湖区,合租·云都汇中心 2居室 南卧,https://hz.lianjia.com/zufang/HZ1614519472364716032.html,30.00㎡,南,2室2厅2卫,1500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1614519472364716032,2025/12/9 22:09
125,杭州,西湖区,西湖区-三墩-丰盛九玺,西湖区,整租·丰盛九玺 5室3厅 南,https://hz.lianjia.com/zufang/HZ1610228638362370048.html,426.00㎡,南,5室3厅5卫,24000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1610228638362370048,2025/12/9 22:09
126,杭州,西湖区,西湖区-西溪-滨江西溪明珠,西湖区,整租·滨江西溪明珠 5室2厅 南,https://hz.lianjia.com/zufang/HZ1612393444573970432.html,349.00㎡,南,5室2厅4卫,10000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1612393444573970432,2025/12/9 22:09
127,杭州,西湖区,西湖区-之江-云荷廷,西湖区,整租·云荷廷 3室2厅 南,https://hz.lianjia.com/zufang/HZ1734614623388172288.html,140.00㎡,南,3室2厅2卫,9600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1734614623388172288,2025/12/9 22:09
128,杭州,西湖区,西湖区-文教-花园南村,西湖区,整租·花园南村 3室1厅 南,https://hz.lianjia.com/zufang/HZ1737408847397519360.html,75.00㎡,南,3室1厅1卫,3800,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1737408847397519360,2025/12/9 22:09
129,杭州,西湖区,西湖区-古荡-天目山路338号,西湖区,整租·天目山路338号 2室2厅 南,https://hz.lianjia.com/zufang/HZ1702235491031580672.html,70.45㎡,南,2室2厅1卫,3500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1702235491031580672,2025/12/9 22:09
130,杭州,西湖区,西湖区-九莲-启真名苑,西湖区,整租·启真名苑 2室2厅 南,https://hz.lianjia.com/zufang/HZ1707282501673680896.html,90.00㎡,南,2室2厅1卫,7500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1707282501673680896,2025/12/9 22:09
131,杭州,西湖区,西湖区-西溪-留庄,西湖区,整租·留庄 1室1厅 北,https://hz.lianjia.com/zufang/HZ1661957196574883840.html,55.00㎡,北,1室1厅1卫,3000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1661957196574883840,2025/12/9 22:09
132,杭州,西湖区,西湖区-文一西路-金桂大厦,西湖区,整租·金桂大厦 1室0厅 南,https://hz.lianjia.com/zufang/HZ1740933491714949120.html,64.86㎡,南,1室0厅1卫,4600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1740933491714949120,2025/12/9 22:09
