序号,标题,链接,区域,区域分类,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
77,整租·丽高王府 4室3厅 复式 南/北,https://bj.lianjia.com/zufang/BJ1789188161394442240.html,顺义-中央别墅区-丽高王府,顺义,322.52㎡,南 北,4室3厅4卫,38000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1789188161394442240,2025/12/8 20:31
78,整租·融科千章墅 6室2厅 复式 南/北,https://bj.lianjia.com/zufang/BJ1790707965708206080.html,通州-通州其它-融科千章墅,通州,453.88㎡,南 北,6室2厅5卫,23800,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1790707965708206080,2025/12/8 20:31
79,整租·首开智慧社 1房间 东,https://bj.lianjia.com/zufang/BJ2109212284663365632.html,昌平-回龙观-首开智慧社,昌平,51.00㎡,东,1房间1卫,4750,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2109212284663365632,2025/12/8 20:31
80,整租·北欧印象 3室1厅 东,https://bj.lianjia.com/zufang/BJ1792526815076548608.html,西城-马连道-北欧印象,西城,94.00㎡,东,3室1厅2卫,9500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1792526815076548608,2025/12/8 20:31
81,整租·枫丹壹号二期 3室1厅 南,https://bj.lianjia.com/zufang/BJ1794645172890370048.html,北京经济技术开发区-亦庄河西区-枫丹壹号二期,北京经济技术开发区,95.00㎡,南,3室1厅1卫,7000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1794645172890370048,2025/12/8 20:31
82,整租·景馨园 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2109211610286391296.html,丰台-马家堡-景馨园,丰台,89.52㎡,南 北,2室1厅1卫,5500,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2109211610286391296,2025/12/8 20:31
83,整租·冠英园小区 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ1795076956673277952.html,西城-官园-冠英园小区,西城,138.90㎡,南 北,3室2厅2卫,24000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1795076956673277952,2025/12/8 20:31
84,整租·万象新天天际高尔夫 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ1806968612380999680.html,朝阳-常营-万象新天天际高尔夫,朝阳,144.79㎡,南 北,3室2厅2卫,11900,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1806968612380999680,2025/12/8 20:31
85,整租·承泽苑 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1966103612232826880.html,门头沟-滨河西区-承泽苑,门头沟,71.10㎡,南 北,2室1厅1卫,2900,,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1966103612232826880,2025/12/8 20:31
86,整租·翠屏北里西区 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1807386114189688832.html,通州-果园-翠屏北里西区,通州,118.00㎡,南 北,3室1厅2卫,6100,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1807386114189688832,2025/12/8 20:31
87,独栋·安家和美 大屯路东地铁站店 当天看，当天住，无中介整租好房，独卫浴，可做饭 1室1厅,https://bj.lianjia.com/apartment/73166.html,仅剩1间,仅剩1间,50.00㎡,1间在租,1室1厅1卫,4800,精装,安家和美,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,852309,2025/12/8 20:31
88,整租·龙博苑一区 4室1厅 南/北,https://bj.lianjia.com/zufang/BJ1966102728069349376.html,昌平-回龙观-龙博苑一区,昌平,156.32㎡,南 北,4室1厅2卫,7980,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1966102728069349376,2025/12/8 20:31
89,整租·宝隆温泉公寓 1室1厅 东南,https://bj.lianjia.com/zufang/BJ1809896447299026944.html,丰台-科技园区-宝隆温泉公寓,丰台,59.00㎡,东南,1室1厅1卫,5000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1809896447299026944,2025/12/8 20:31
90,独栋·魔方公寓 北京褡裢坡店 季付免押金丨6号线 褡裢坡直达朝阳大悦城 地铁500米 1室1厅,https://bj.lianjia.com/apartment/22513.html,仅剩1间,仅剩1间,30.00㎡,1间在租,1室1厅1卫,3608,精装,魔方公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,468691,2025/12/8 20:31
91,整租·东直门内大街 2室1厅 南,https://bj.lianjia.com/zufang/BJ2062554434977660928.html,东城-东直门-东直门内大街,东城,76.74㎡,南,2室1厅1卫,8500,官方核验,链家,"https://image1.ljcdn.com/110000-inspection/6c2d7d51-65e8-49e5-b9d4-15bdbf0bf60b_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2062554434977660928,2025/12/8 20:32
92,整租·关东店北街 2室1厅 南,https://bj.lianjia.com/zufang/BJ2109158868826193920.html,朝阳-东大桥-关东店北街,朝阳,61.23㎡,南,2室1厅1卫,6400,精装,贝壳优选,"https://image1.ljcdn.com/110000-inspection/pc1_IH7spa0Uz.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2109158868826193920,2025/12/8 20:32
93,整租·金台北街 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ2063485686568189952.html,朝阳-红庙-金台北街,朝阳,90.62㎡,南 北,3室1厅1卫,8800,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_gwhYBD9RY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2063485686568189952,2025/12/8 20:32
94,整租·京城雅苑 1室1厅 南,https://bj.lianjia.com/zufang/BJ2062737950017323008.html,丰台-卢沟桥-京城雅苑,丰台,70.36㎡,南,1室1厅1卫,3802,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_0OLbPlmb8.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2062737950017323008,2025/12/8 20:32
95,整租·双柳巷 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2109166039546724352.html,朝阳-双桥-双柳巷,朝阳,75.26㎡,南 北,2室1厅1卫,4300,,贝壳优选,"https://image1.ljcdn.com/110000-inspection/pc0_Gq29WJFdz.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2109166039546724352,2025/12/8 20:32
96,独栋·安家和美 立水桥地铁站店 低价好房，整租，独卫浴，有空调，可短租，可长住 1室1厅,https://bj.lianjia.com/apartment/73157.html,仅剩1间,仅剩1间,20.00㎡,1间在租,1室1厅1卫,2450,精装,安家和美,https://image1.ljcdn.com/wanjia/e02159f3bc1f13a1821a42cf9a56e472-1763200946071/891aadf59989bc0e1d125250602f33de.jpg.250x182.jpg,848545,2025/12/8 20:32
97,整租·西山金茂府 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2063251922021777408.html,丰台-杜家坎-西山金茂府,丰台,161.17㎡,南 北,3室2厅2卫,10000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063251922021777408,2025/12/8 20:32
98,整租·北京像素南区 3房间 南,https://bj.lianjia.com/zufang/BJ2062734996388446208.html,朝阳-常营-北京像素南区,朝阳,59.20㎡,南,3房间2卫,5500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2062734996388446208,2025/12/8 20:32
99,整租·柳岸景园 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2109171078327697408.html,通州-乔庄-柳岸景园,通州,105.08㎡,南 北,2室1厅2卫,3400,,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2109171078327697408,2025/12/8 20:32
100,整租·大成时代中心 2室1厅 东南,https://bj.lianjia.com/zufang/BJ2063233474596175872.html,丰台-岳各庄-大成时代中心,丰台,97.50㎡,东南,2室1厅1卫,6500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063233474596175872,2025/12/8 20:32
101,整租·安外北苑2号院 2室2厅 南/北,https://bj.lianjia.com/zufang/BJ2062751270287966208.html,朝阳-北苑-安外北苑2号院,朝阳,80.00㎡,南 北,2室2厅1卫,6100,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2062751270287966208,2025/12/8 20:32
102,整租·阜成门外北街 1室1厅 东,https://bj.lianjia.com/zufang/BJ2109173422272544768.html,西城-阜成门-阜成门外北街,西城,43.50㎡,东,1室1厅1卫,4900,,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2109173422272544768,2025/12/8 20:32
103,整租·龙回苑 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ2063285484800442368.html,昌平-回龙观-龙回苑,昌平,126.77㎡,南 北,3室1厅2卫,6800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063285484800442368,2025/12/8 20:32
104,整租·兴怀大街14号院 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2062740670388371456.html,怀柔-怀柔-兴怀大街14号院,怀柔,96.78㎡,南 北,3室2厅1卫,2400,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2062740670388371456,2025/12/8 20:32
105,整租·工体北路 2室1厅 东北,https://bj.lianjia.com/zufang/BJ1971988878352973824.html,东城-工体-工体北路,东城,75.28㎡,东北,2室1厅1卫,9765,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1971988878352973824,2025/12/8 20:32
106,独栋·安家和美 上地店 公寓直租 无中介费 大窗房 1室1厅,https://bj.lianjia.com/apartment/73413.html,仅剩4间,仅剩4间,30.00-45.00㎡,4间在租,1室1厅1卫,3400-4400,精装,安家和美,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,685330,2025/12/8 20:32
107,整租·雪芳园 2室2厅 西南,https://bj.lianjia.com/zufang/BJ2063289953642610688.html,海淀-田村-雪芳园,海淀,105.00㎡,西南,2室2厅1卫,8000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063289953642610688,2025/12/8 20:32
108,整租·甘露园南里 2室1厅 西北,https://bj.lianjia.com/zufang/BJ2062751451058274304.html,朝阳-甘露园-甘露园南里,朝阳,94.98㎡,西北,2室1厅1卫,6500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2062751451058274304,2025/12/8 20:32
109,整租·东亚尚品台湖 1房间 东,https://bj.lianjia.com/zufang/BJ2109251692611502080.html,通州-通州其它-东亚尚品台湖,通州,39.09㎡,东,1房间1卫,2100,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2109251692611502080,2025/12/8 20:32
110,整租·绿城百合公寓南区 3室2厅 复式 南/北,https://bj.lianjia.com/zufang/BJ2063462396831203328.html,房山-阎村-绿城百合公寓南区,房山,169.24㎡,南 北,3室2厅2卫,3800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063462396831203328,2025/12/8 20:32
111,整租·新起点嘉园 2室1厅 东北,https://bj.lianjia.com/zufang/BJ2062516036392976384.html,海淀-万柳-新起点嘉园,海淀,104.16㎡,东北,2室1厅1卫,12000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2062516036392976384,2025/12/8 20:32
112,整租·和平新城一期 1室0厅 北,https://bj.lianjia.com/zufang/BJ2109157630772510720.html,东城-和平里-和平新城一期,东城,55.81㎡,北,1室0厅1卫,6000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2109157630772510720,2025/12/8 20:32
113,整租·茶贸国际中心 2房间 北,https://bj.lianjia.com/zufang/BJ2063571256560582656.html,西城-马连道-茶贸国际中心,西城,37.35㎡,北,2房间2卫,6000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063571256560582656,2025/12/8 20:32
114,整租·永定路西里 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2063568070474989568.html,海淀-五棵松-永定路西里,海淀,72.56㎡,南 北,2室1厅1卫,8000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063568070474989568,2025/12/8 20:32
115,整租·橡树湾一期 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2109144690057019392.html,海淀-清河-橡树湾一期,海淀,123.85㎡,南 北,3室2厅2卫,12600,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2109144690057019392,2025/12/8 20:32
116,整租·加州水郡三期 2室1厅 东北,https://bj.lianjia.com/zufang/BJ2063528690792267776.html,房山-长阳-加州水郡三期,房山,86.87㎡,东北,2室1厅1卫,3000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063528690792267776,2025/12/8 20:32
117,独栋·安家和美 上地店 精装修 地铁200米房 1室1厅,https://bj.lianjia.com/apartment/73413.html,仅剩1间,仅剩1间,48.00㎡,1间在租,1室1厅1卫,4400,精装,安家和美,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,848712,2025/12/8 20:32
118,整租·香花畦家园 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2109264821760294912.html,顺义-后沙峪-香花畦家园,顺义,97.22㎡,南 北,2室1厅2卫,5800,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2109264821760294912,2025/12/8 20:32
119,整租·阳光丽景 1室1厅 北,https://bj.lianjia.com/zufang/BJ2063530244479909888.html,西城-马甸-阳光丽景,西城,64.00㎡,北,1室1厅1卫,10000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2063530244479909888,2025/12/8 20:32
120,独栋·安家和美 上地店 拎包入住 紧邻地铁 1室1厅,https://bj.lianjia.com/apartment/73413.html,仅剩1间,仅剩1间,35.00㎡,1间在租,1室1厅1卫,3400,精装,安家和美,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,848729,2025/12/8 20:32
121,整租·北欧印象 3室1厅 东,https://bj.lianjia.com/zufang/BJ1792526815076548608.html,西城-马连道-北欧印象,西城,94.00㎡,东,3室1厅2卫,9500,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_foacqZNOB.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ1792526815076548608,2025/12/8 20:32
122,整租·门头馨村北二区 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ2072195582075600896.html,海淀-西山-门头馨村北二区,海淀,71.45㎡,南 北,2室1厅1卫,5000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,BJ2072195582075600896,2025/12/8 20:32
123,整租·枫丹壹号二期 3室1厅 南,https://bj.lianjia.com/zufang/BJ1794645172890370048.html,北京经济技术开发区-亦庄河西区-枫丹壹号二期,北京经济技术开发区,95.00㎡,南,3室1厅1卫,7000,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_54roWTANv.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ1794645172890370048,2025/12/8 20:32
124,整租·西环里 2室1厅 东,https://bj.lianjia.com/zufang/BJ1794992698944389120.html,昌平-西关环岛-西环里,昌平,65.85㎡,东,2室1厅1卫,3300,官方核验,链家,"https://image1.ljcdn.com/110000-inspection/d85613c0-2225-475c-93e7-f9c6f1172e5c_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ1794992698944389120,2025/12/8 20:32
125,整租·冠英园小区 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ1795076956673277952.html,西城-官园-冠英园小区,西城,138.90㎡,南 北,3室2厅2卫,24000,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_FRSTZ6oYJ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ1795076956673277952,2025/12/8 20:32
126,独栋·中海友里公寓 中海友里苏庄地铁站店 央企直租 押一付一 可直达丰台科技园 丽泽商务区 可月租 整租一居 房山线地铁口 开间,https://bj.lianjia.com/apartment/36678.html,24.23-27.23㎡,24.23,7间在租,1室0厅1卫,,1700-2150,精装,中海友里公寓,https://image1.ljcdn.com/rent-user-avatar/aba75425-1419-4af2-bb87-10b897715c4d.250x182.jpg,353329,2025/12/8 20:32
127,整租·通用时代国际公寓 4室1厅 南/西/北,https://bj.lianjia.com/zufang/BJ1801598179007791104.html,朝阳-建国门外-通用时代国际公寓,朝阳,354.43㎡,南 西 北,4室1厅4卫,45000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1801598179007791104,2025/12/8 20:32
128,整租·华府9号 3房间 南,https://bj.lianjia.com/zufang/BJ1802226599840448512.html,昌平-回龙观-华府9号,昌平,73.37㎡,南,3房间1卫,6000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1802226599840448512,2025/12/8 20:32
129,整租·鹏润家园 3室2厅 南,https://bj.lianjia.com/zufang/BJ1804065000084471808.html,丰台-菜户营-鹏润家园,丰台,203.88㎡,南,3室2厅2卫,24500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1804065000084471808,2025/12/8 20:32
130,整租·长阳国际城二区 3室1厅 南,https://bj.lianjia.com/zufang/BJ1808334391655530496.html,房山-长阳-长阳国际城二区,房山,117.89㎡,南,3室1厅2卫,5200,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1808334391655530496,2025/12/8 20:32
131,整租·亚运新新家园清花园二期 7室2厅 复式 南/北,https://bj.lianjia.com/zufang/BJ1808462276890460160.html,朝阳-亚运村小营-亚运新新家园清花园二期,朝阳,402.21㎡,南 北,7室2厅5卫,59000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1808462276890460160,2025/12/8 20:32
132,整租·名人公寓 5室2厅 复式 南/西,https://bj.lianjia.com/zufang/BJ1809162831573024768.html,朝阳-亚运村-名人公寓,朝阳,380.22㎡,南 西,5室2厅3卫,42000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1809162831573024768,2025/12/8 20:32
