序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
73,深圳,罗湖区,罗湖区-莲塘-仙湖公馆,罗湖区,整租·仙湖公馆 5室2厅 跃层 南,https://sz.lianjia.com/zufang/SZ2030150685395255296.html,221.00㎡,南,5室2厅2卫,13000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2030150685395255296,2025/12/9 11:15
74,深圳,罗湖区,罗湖区-万象城-城市天地广场,罗湖区,整租·城市天地广场 1室1厅 东北,https://sz.lianjia.com/zufang/SZ1973715800120360960.html,53.49㎡,东北,1室1厅1卫,4200,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1973715800120360960,2025/12/9 11:15
75,深圳,罗湖区,罗湖区-东门-东门金座,罗湖区,整租·东门金座 2室2厅 东北,https://sz.lianjia.com/zufang/SZ2030165451991941120.html,71.00㎡,东北,2室2厅1卫,6200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2030165451991941120,2025/12/9 11:15
76,深圳,罗湖区,罗湖区-春风路-银座金钻,罗湖区,整租·银座金钻 1室1厅 南,https://sz.lianjia.com/zufang/SZ1978114000331735040.html,44.78㎡,南,1室1厅1卫,3900,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1978114000331735040,2025/12/9 11:15
77,深圳,罗湖区,罗湖区-黄贝岭-景贝南小区,罗湖区,整租·景贝南小区 3室2厅 南,https://sz.lianjia.com/zufang/SZ2030654500397645824.html,87.20㎡,南,3室2厅1卫,4300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2030654500397645824,2025/12/9 11:15
78,深圳,罗湖区,罗湖区-春风路-联城美园,罗湖区,整租·联城美园 1室1厅 北,https://sz.lianjia.com/zufang/SZ1723728036156669952.html,36.78㎡,北,1室1厅1卫,4100,,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1723728036156669952,2025/12/9 11:15
79,深圳,罗湖区,罗湖区-地王-骏庭名园,罗湖区,整租·骏庭名园 1室1厅 西,https://sz.lianjia.com/zufang/SZ1970412622821982208.html,50.73㎡,西,1室1厅1卫,4200,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1970412622821982208,2025/12/9 11:15
80,深圳,罗湖区,罗湖区-东门-东门金座,罗湖区,整租·东门金座 2室1厅 南,https://sz.lianjia.com/zufang/SZ2062497562182549504.html,44.95㎡,南,2室1厅1卫,4000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2062497562182549504,2025/12/9 11:15
81,深圳,罗湖区,罗湖区-笋岗-祥福雅居,罗湖区,整租·祥福雅居 1室1厅 南/北,https://sz.lianjia.com/zufang/SZ1975207015550550016.html,37.80㎡,南 北,1室1厅1卫,3800,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1975207015550550016,2025/12/9 11:15
82,深圳,罗湖区,罗湖区-洪湖-合正锦湖魅力城,罗湖区,整租·合正锦湖魅力城 2室2厅 西南,https://sz.lianjia.com/zufang/SZ1930980212531527680.html,79.95㎡,西南,2室2厅1卫,6300,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1930980212531527680,2025/12/9 11:15
83,深圳,罗湖区,罗湖区-黄贝岭-怡泰大厦,罗湖区,整租·怡泰大厦 1室1厅 西南,https://sz.lianjia.com/zufang/SZ1958124506845282304.html,67.53㎡,西南,1室1厅1卫,3200,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ1958124506845282304,2025/12/9 11:15
84,深圳,罗湖区,罗湖区-笋岗-嘉宝田花园,罗湖区,整租·嘉宝田花园 3室1厅 西北,https://sz.lianjia.com/zufang/SZ2079078436445356032.html,95.13㎡,西北,3室1厅2卫,7600,精装,贝壳优选,https://image1.ljcdn.com/lease-image/house/337f219c-687d-4c7b-ac40-be67f069b1c3.jpg.250x182.jpg,SZ2079078436445356032,2025/12/9 11:16
85,深圳,罗湖区,罗湖区-万象城-华瑞大厦,罗湖区,整租·华瑞大厦 3室1厅 西南,https://sz.lianjia.com/zufang/SZ2084305747251822592.html,84.23㎡,西南,3室1厅1卫,6000,,贝壳优选,https://image1.ljcdn.com/lease-image/house/36920d15-6a01-41ee-a5a8-5f66fb36f3f6.jpg.250x182.jpg,SZ2084305747251822592,2025/12/9 11:16
86,深圳,罗湖区,罗湖区-莲塘-景福花园,罗湖区,整租·景福花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2107460653198344192.html,90.00㎡,南,3室2厅1卫,7500,精装,贝壳优选,"https://image1.ljcdn.com/110000-inspection/17606224130_VEU9iVwxx.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2107460653198344192,2025/12/9 11:16
87,深圳,罗湖区,罗湖区-莲塘-四季御园,罗湖区,整租·四季御园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2101539981255245824.html,85.00㎡,南,3室2厅2卫,8000,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_sDjNJeKEK.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2101539981255245824,2025/12/9 11:16
88,深圳,罗湖区,罗湖区-黄贝岭-怡泰大厦,罗湖区,整租·怡泰大厦 1室1厅 复式 东/东南/南,https://sz.lianjia.com/zufang/SZ2104909085223682048.html,31.43㎡,东 东南 南,1室1厅1卫,2800,精装,,"https://image1.ljcdn.com/110000-inspection/389797d2-1d8a-4e70-a030-f5ed68629452.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2104909085223682048,2025/12/9 11:16
89,深圳,罗湖区,罗湖区-春风路-银座金钻,罗湖区,整租·银座金钻 1室0厅 西北,https://sz.lianjia.com/zufang/SZ2104927391590645760.html,33.35㎡,西北,1室0厅1卫,4300,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_zRJbbPEzs.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2104927391590645760,2025/12/9 11:16
90,深圳,罗湖区,罗湖区-翠竹-泊林,罗湖区,整租·泊林 2室1厅 东南,https://sz.lianjia.com/zufang/SZ2105157460451917824.html,65.61㎡,东南,2室1厅1卫,6200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105157460451917824,2025/12/9 11:16
91,深圳,罗湖区,罗湖区-螺岭-京基东方颐园,罗湖区,整租·京基东方颐园 2室1厅 东/东南,https://sz.lianjia.com/zufang/SZ2101223500608962560.html,43.23㎡,东 东南,2室1厅1卫,4600,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101223500608962560,2025/12/9 11:16
92,深圳,罗湖区,罗湖区-黄贝岭-丹枫白露城东1号,罗湖区,整租·丹枫白露城东1号 1室1厅 西南,https://sz.lianjia.com/zufang/SZ2105229813944942592.html,69.21㎡,西南,1室1厅1卫,5000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105229813944942592,2025/12/9 11:16
93,深圳,罗湖区,罗湖区-地王-中航凯特公寓,罗湖区,整租·中航凯特公寓 1室0厅 南,https://sz.lianjia.com/zufang/SZ2105500082286624768.html,28.00㎡,南,1室0厅1卫,2800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105500082286624768,2025/12/9 11:16
94,深圳,罗湖区,罗湖区-地王-桂木园,罗湖区,整租·桂木园 2室1厅 南,https://sz.lianjia.com/zufang/SZ2105243471164997632.html,70.00㎡,南,2室1厅1卫,3900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105243471164997632,2025/12/9 11:16
95,深圳,罗湖区,罗湖区-东门-旺业豪苑,罗湖区,整租·旺业豪苑 2室2厅 西,https://sz.lianjia.com/zufang/SZ2105241052251160576.html,50.25㎡,西,2室2厅1卫,3600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105241052251160576,2025/12/9 11:16
96,深圳,罗湖区,罗湖区-莲塘-景福花园,罗湖区,整租·景福花园 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2105239580486664192.html,89.64㎡,西南,3室2厅1卫,4000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105239580486664192,2025/12/9 11:16
97,深圳,罗湖区,罗湖区-百仕达-阳光绿地家园,罗湖区,整租·阳光绿地家园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2101593924576477184.html,81.00㎡,南,3室2厅2卫,6800,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101593924576477184,2025/12/9 11:16
98,深圳,罗湖区,罗湖区-翠竹-贝悦汇大厦,罗湖区,整租·贝悦汇大厦 1室1厅 南,https://sz.lianjia.com/zufang/SZ2101644861827448832.html,33.00㎡,南,1室1厅1卫,5000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101644861827448832,2025/12/9 11:16
99,深圳,罗湖区,罗湖区-东门-中信星光名庭,罗湖区,整租·中信星光名庭 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2105610282528145408.html,116.00㎡,东南,3室2厅2卫,10600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105610282528145408,2025/12/9 11:16
100,深圳,罗湖区,罗湖区-春风路-钻石时代,罗湖区,整租·钻石时代 1室0厅 南,https://sz.lianjia.com/zufang/SZ2101897535428755456.html,27.00㎡,南,1室0厅1卫,3200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101897535428755456,2025/12/9 11:16
101,深圳,罗湖区,罗湖区-翠竹-龙丽园,罗湖区,整租·龙丽园 2室2厅 东南/南,https://sz.lianjia.com/zufang/SZ2101634813046816768.html,81.00㎡,东南 南,2室2厅1卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101634813046816768,2025/12/9 11:16
102,深圳,罗湖区,罗湖区-翠竹-贝丽花园,罗湖区,整租·贝丽花园 2室2厅 南,https://sz.lianjia.com/zufang/SZ2101905509249449984.html,75.05㎡,南,2室2厅1卫,6000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101905509249449984,2025/12/9 11:16
103,深圳,罗湖区,罗湖区-黄贝岭-怡泰大厦,罗湖区,整租·怡泰大厦 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2101963288697896960.html,96.25㎡,东南,3室1厅1卫,6800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101963288697896960,2025/12/9 11:16
104,深圳,罗湖区,罗湖区-莲塘-畔山花园,罗湖区,整租·畔山花园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2101996403428425728.html,89.94㎡,南,3室2厅1卫,4300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101996403428425728,2025/12/9 11:16
105,深圳,罗湖区,罗湖区-百仕达-翠竹苑,罗湖区,整租·翠竹苑 2室1厅 南,https://sz.lianjia.com/zufang/SZ2101981485664829440.html,51.00㎡,南,2室1厅1卫,4200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2101981485664829440,2025/12/9 11:16
106,深圳,罗湖区,罗湖区-地王-实地剑兰郡,罗湖区,整租·实地剑兰郡 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2102036005631557632.html,83.00㎡,东南,3室1厅1卫,10500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102036005631557632,2025/12/9 11:16
107,深圳,罗湖区,罗湖区-东门-天玺1号,罗湖区,整租·天玺1号 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2102395305977708544.html,61.94㎡,东南,3室1厅1卫,8200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102395305977708544,2025/12/9 11:16
108,深圳,罗湖区,罗湖区-地王-骏庭名园,罗湖区,整租·骏庭名园 1室1厅 东,https://sz.lianjia.com/zufang/SZ2102393977410945024.html,52.00㎡,东,1室1厅1卫,4300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102393977410945024,2025/12/9 11:16
109,深圳,罗湖区,罗湖区-黄贝岭-海富花园,罗湖区,整租·海富花园 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2102361799494991872.html,84.71㎡,东南,3室2厅1卫,5600,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102361799494991872,2025/12/9 11:16
110,深圳,罗湖区,罗湖区-清水河-龙园山庄,罗湖区,整租·龙园山庄 3室2厅 南,https://sz.lianjia.com/zufang/SZ2102411513728860160.html,79.00㎡,南,3室2厅1卫,4500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102411513728860160,2025/12/9 11:16
111,深圳,罗湖区,罗湖区-莲塘-鹏兴花园一期,罗湖区,整租·鹏兴花园一期 3室2厅 南,https://sz.lianjia.com/zufang/SZ2102702282415013888.html,102.00㎡,南,3室2厅2卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102702282415013888,2025/12/9 11:16
112,深圳,罗湖区,罗湖区-黄贝岭-龙园苑,罗湖区,整租·龙园苑 2室1厅 南,https://sz.lianjia.com/zufang/SZ2102692625764057088.html,50.00㎡,南,2室1厅1卫,4000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102692625764057088,2025/12/9 11:16
113,深圳,罗湖区,罗湖区-布心-太白居,罗湖区,整租·太白居 3室2厅 东,https://sz.lianjia.com/zufang/SZ2102692770056503296.html,90.00㎡,东,3室2厅1卫,5600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102692770056503296,2025/12/9 11:16
114,深圳,罗湖区,罗湖区-春风路-万科深南广场,罗湖区,整租·万科深南广场 2室1厅 东,https://sz.lianjia.com/zufang/SZ2102599981822115840.html,62.00㎡,东,2室1厅1卫,6600,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_40o4Fm4oA.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2102599981822115840,2025/12/9 11:16
115,深圳,罗湖区,罗湖区-黄贝岭-深业东岭二期,罗湖区,整租·深业东岭二期 2室2厅 东南,https://sz.lianjia.com/zufang/SZ2102425208496324608.html,70.00㎡,东南,2室2厅1卫,7500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_3Uot8sTpf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2102425208496324608,2025/12/9 11:16
116,深圳,罗湖区,罗湖区-万象城-都市名园,罗湖区,整租·都市名园 1室1厅 南,https://sz.lianjia.com/zufang/SZ2102426452409450496.html,49.00㎡,南,1室1厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102426452409450496,2025/12/9 11:16
117,深圳,罗湖区,罗湖区-地王-鸿翔花园,罗湖区,整租·鸿翔花园 3室2厅 西南,https://sz.lianjia.com/zufang/SZ2102718762179362816.html,98.00㎡,西南,3室2厅2卫,12500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2102718762179362816,2025/12/9 11:16
118,深圳,罗湖区,罗湖区-地王-松园西街52号,罗湖区,整租·松园西街52号 3室1厅 西南,https://sz.lianjia.com/zufang/SZ2105568206096695296.html,103.00㎡,西南,3室1厅1卫,6500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105568206096695296,2025/12/9 11:16
119,深圳,罗湖区,罗湖区-布心-颖隆大厦,罗湖区,整租·颖隆大厦 2室2厅 南,https://sz.lianjia.com/zufang/SZ2105568967010549760.html,51.96㎡,南,2室2厅1卫,3800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105568967010549760,2025/12/9 11:16
120,深圳,罗湖区,罗湖区-万象城-嘉宾花园,罗湖区,整租·嘉宾花园 3室2厅 西,https://sz.lianjia.com/zufang/SZ2105593861668601856.html,89.00㎡,西,3室2厅1卫,6500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105593861668601856,2025/12/9 11:16
121,深圳,罗湖区,罗湖区-春风路-钻石时代,罗湖区,整租·钻石时代 1室0厅 南,https://sz.lianjia.com/zufang/SZ2105522599869022208.html,26.00㎡,南,1室0厅1卫,3200,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105522599869022208,2025/12/9 11:16
122,深圳,罗湖区,罗湖区-清水河-路桥大厦,罗湖区,整租·路桥大厦 3室1厅 南,https://sz.lianjia.com/zufang/SZ2103806352810835968.html,38.00㎡,南,3室1厅1卫,3500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103806352810835968,2025/12/9 11:16
123,深圳,罗湖区,罗湖区-百仕达-百仕达花园一期,罗湖区,整租·百仕达花园一期 3室2厅 南,https://sz.lianjia.com/zufang/SZ2103725380257972224.html,139.00㎡,南,3室2厅2卫,12000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103725380257972224,2025/12/9 11:16
124,深圳,罗湖区,罗湖区-百仕达-翠拥华庭二期,罗湖区,整租·翠拥华庭二期 2室2厅 东,https://sz.lianjia.com/zufang/SZ2103694061473890304.html,73.00㎡,东,2室2厅1卫,6800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103694061473890304,2025/12/9 11:16
125,深圳,罗湖区,罗湖区-东门-立新花园二期,罗湖区,整租·立新花园二期 2室1厅 东,https://sz.lianjia.com/zufang/SZ2103662965008891904.html,52.12㎡,东,2室1厅1卫,6000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103662965008891904,2025/12/9 11:16
126,深圳,罗湖区,罗湖区-黄贝岭-靖轩豪苑,罗湖区,整租·靖轩豪苑 2室2厅 东北,https://sz.lianjia.com/zufang/SZ2103865020881305600.html,73.00㎡,东北,2室2厅1卫,7000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103865020881305600,2025/12/9 11:16
127,深圳,罗湖区,罗湖区-银湖-红岗西村,罗湖区,整租·红岗西村 2室1厅 南,https://sz.lianjia.com/zufang/SZ2103868095696207872.html,67.86㎡,南,2室1厅1卫,4000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2103868095696207872,2025/12/9 11:16
128,深圳,罗湖区,罗湖区-清水河-龙园山庄,罗湖区,整租·龙园山庄 3室2厅 南,https://sz.lianjia.com/zufang/SZ2104165230404698112.html,89.00㎡,南,3室2厅1卫,5600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2104165230404698112,2025/12/9 11:16
129,深圳,罗湖区,罗湖区-莲塘-桐景花园,罗湖区,整租·桐景花园 2室2厅 南,https://sz.lianjia.com/zufang/SZ2104147091767951360.html,74.17㎡,南,2室2厅1卫,4900,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2104147091767951360,2025/12/9 11:16
130,深圳,罗湖区,罗湖区-新秀-罗芳路190号,罗湖区,整租·罗芳路190号 3室2厅 南,https://sz.lianjia.com/zufang/SZ2104417192530411520.html,95.00㎡,南,3室2厅1卫,5500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2104417192530411520,2025/12/9 11:16
131,深圳,罗湖区,罗湖区-莲塘-鹏莲花园,罗湖区,整租·鹏莲花园 3室1厅 东南,https://sz.lianjia.com/zufang/SZ2104513141554544640.html,87.00㎡,东南,3室1厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2104513141554544640,2025/12/9 11:16
